"","dateid","platform","gamemode","mapname","matchid","roundnumber","objectivelocation","winrole","endroundreason","roundduration","clearancelevel","skillrank","role","team","haswon","operator","nbkills","isdead","primaryweapon","primaryweapontype","primarysight","primarygrip","primaryunderbarrel","primarybarrel","secondaryweapon","secondaryweapontype","secondarysight","secondarygrip","secondaryunderbarrel","secondarybarrel","secondarygadget"
"2145",20170221,"PS4","HOSTAGE","BORDER",13696861,6,"SECURITY_ROOM","Defender","AttackersEliminated",153,82,"Gold","Attacker",1,0,"SAT-HIBANA",2,1,"TYPE-89","Assault_Rifles","Acog","Vertical","None","Compensator","BEARING_9","Submachine_Guns","RedDot","None","None","Compensator","CLAYMORE"
"2146",20170212,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",2441144389,4,"KITCHEN_PREP","Attacker","DefendersEliminated",130,177,"Platinum","Attacker",1,1,"GIGN-TWITCH",1,0,"F2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","LFP586","Pistols","None","None","None","None","CLAYMORE"
"2147",20170212,"XONE","BOMB","CONSULATE",2983639649,6,"GARAGE-CAFETERIA","Attacker","DefendersEliminated",124,9,"Gold","Attacker",1,1,"SWAT-THERMITE",0,0,"556XI","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","None","CLAYMORE"
"2148",20170212,"XONE","BOMB","CLUB_HOUSE",3925882409,3,"CHURCH-ARSENAL_ROOM","Defender","AttackersEliminated",172,20,"Gold","Attacker",0,0,"SPETSNAZ-FUZE",1,1,"AK-12","Assault_Rifles","Reflex","Angle","None","Compensator","PMM","Pistols","None","None","None","None","STUN_GRENADE"
"2149",20170216,"PC","BOMB","KAFE_DOSTOYEVSKY",766441581,4,"BAR-COCKTAIL_LOUNGE","Defender","DefuserDeactivated",196,99,"Gold","Defender",0,1,"NAVYSEAL-VALKYRIE",1,0,"MPX","Submachine_Guns","EosHolo","Vertical","None","Flash","D-50","Pistols","None","None","None","None","NITRO_CELL"
"2150",20170212,"XONE","SECURE_AREA","KAFE_DOSTOYEVSKY",1397900841,3,"READING_ROOM","Defender","AttackersEliminated",225,66,"Unranked","Attacker",0,0,"SPETSNAZ-FUZE",0,1,"AK-12","Assault_Rifles","Reflex","Vertical","None","Suppressor","PMM","Pistols","None","None","None","None","BREACH_CHARGE"
"2151",20170216,"PS4","BOMB","OREGON",86809201,3,"LAUDRY_ROOM-SUPPLY_ROOM","Defender","BombExploded",232,141,"Gold","Attacker",0,0,"GSG9-IQ",1,1,"552_COMMANDO","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P12","Pistols","None","None","None","None","BREACH_CHARGE"
"2152",20170212,"XONE","SECURE_AREA","KAFE_DOSTOYEVSKY",2005907661,4,"KITCHEN_PREP","Defender","AttackersEliminated",149,20,"Unranked","Defender",0,1,"SPETSNAZ-KAPKAN",3,0,"9x19VSN","Submachine_Guns","Reflex","Vertical","None","MuzzleBrake","PMM","Pistols","None","None","None","Suppressor","NITRO_CELL"
"2153",20170213,"PS4","SECURE_AREA","HEREFORD_BASE",1922131661,5,"DINING_ROOM","Defender","AttackersEliminated",211,154,"Platinum","Attacker",0,0,"SPETSNAZ-GLAZ",1,1,"OTs-03","Marksman_Rifles","Reflex","None","None","MuzzleBrake","PMM","Pistols","None","None","None","None","CLAYMORE"
"2154",20170221,"PS4","SECURE_AREA","BARTLETT_U.",1129893641,1,"CLASSROOM","Defender","AttackersEliminated",142,243,"Diamond","Defender",1,1,"SAS-SMOKE",1,0,"FMG-9","Submachine_Guns","Reflex","None","Laser","MuzzleBrake","SMG-11","Submachine_Guns","Reflex","Vertical","Laser","Compensator","BARBED_WIRE"
"2155",20170212,"XONE","BOMB","PLANE",2573981249,2,"MEETING_ROOM-EXECUTIVE_OFFICE","Attacker","DefendersEliminated",205,117,"Platinum","Attacker",1,1,"SWAT-THERMITE",1,0,"556XI","Assault_Rifles","Acog","Vertical","None","Compensator","M45_MEUSOC","Pistols","None","None","None","Suppressor","SMOKE_GRENADE"
"2156",20170221,"PS4","SECURE_AREA","OREGON",612598001,1,"LAUNDRY_ROOM","Defender","AttackersEliminated",150,37,"Copper","Defender",1,1,"SPETSNAZ-TACHANKA",1,0,"9x19VSN","Submachine_Guns","Reflex","None","None","None","GSH-18","Pistols","None","None","(null)","None","BARBED_WIRE"
"2157",20170216,"PC","SECURE_AREA","BORDER",3213113729,3,"ARMORY_LOCKERS","Defender","AttackersEliminated",237,85,"Unranked","Defender",1,1,"G.E.O.-MIRA",1,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","ITA12S","Shotguns","EosHolo","None","None","None","NITRO_CELL"
"2158",20170216,"PC","BOMB","OREGON",3189736589,4,"REAR_STAGE-WATCH_TOWER","Attacker","DefendersEliminated",155,64,"Copper","Defender",0,0,"BOPE-CAVEIRA",1,1,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2159",20170212,"PC","BOMB","YACHT",1675358621,2,"SERVER_ROOM-ENGINE_STORAGE","Defender","BombExploded",232,141,"Platinum","Attacker",1,0,"BOPE-CAPITAO",0,0,"PARA-308","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","PRB92","Pistols","None","None","None","MuzzleBrake","STUN_GRENADE"
"2160",20170212,"XONE","BOMB","OREGON",2166152689,3,"LAUDRY_ROOM-SUPPLY_ROOM","Defender","AttackersEliminated",134,41,"Gold","Defender",1,1,"NAVYSEAL-VALKYRIE",1,0,"MPX","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","D-50","Pistols","None","None","None","None","NITRO_CELL"
"2161",20170213,"XONE","SECURE_AREA","CONSULATE",2086848381,3,"ARCHIVES","Defender","AttackersEliminated",216,85,"Bronze","Defender",1,1,"GSG9-JAGER",1,1,"416-C_CARBINE","Assault_Rifles","None","None","None","None","P12","Pistols","None","None","None","None","BARBED_WIRE"
"2162",20170213,"XONE","SECURE_AREA","BANK",3695748069,5,"OPEN_AREA","Defender","AttackersEliminated",227,82,"Unranked","Defender",1,1,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","HeavyBarrel","P12","Pistols","None","None","None","Suppressor","DEPLOYABLE_SHIELD"
"2163",20170213,"PS4","SECURE_AREA","OREGON",4254284069,4,"LAUNDRY_ROOM","Defender","AttackersEliminated",230,145,"Platinum","Defender",0,1,"SAS-SMOKE",3,0,"M590A1","Shotguns","Reflex","None","None","None","SMG-11","Submachine_Guns","RedDot","Vertical","None","HeavyBarrel","IMPACT_GRENADE"
"2164",20170212,"XONE","BOMB","OREGON",96185421,2,"LAUDRY_ROOM-SUPPLY_ROOM","Defender","AttackersEliminated",123,151,"Gold","Defender",0,1,"NAVYSEAL-VALKYRIE",3,0,"MPX","Submachine_Guns","EosHolo","Vertical","None","None","D-50","Pistols","None","None","None","None","NITRO_CELL"
"2165",20170216,"XONE","SECURE_AREA","CLUB_HOUSE",852837921,4,"BEDROOM","Attacker","DefendersEliminated",216,138,"Platinum","Attacker",1,1,"SWAT-ASH",0,1,"R4-C","Assault_Rifles","RedDot","Vertical","None","Compensator","M45_MEUSOC","Pistols","None","None","None","Suppressor","BREACH_CHARGE"
"2166",20170212,"PC","BOMB","YACHT",4182681729,4,"CAFETERIA-STAFF_DORMITORY","Defender","AttackersEliminated",231,130,"Gold","Attacker",1,0,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","RedDot","Vertical","None","MuzzleBrake","P229","Pistols","None","None","Laser","Suppressor","CLAYMORE"
"2167",20170212,"XONE","BOMB","KANAL",412956341,3,"KITCHEN-PROJECTOR_ROOM","Attacker","BombDeactivated_OneBomb",173,166,"Platinum","Attacker",0,1,"SPETSNAZ-FUZE",0,1,"AK-12","Assault_Rifles","Acog","Vertical","None","Compensator","PMM","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"2168",20170213,"XONE","BOMB","YACHT",169236781,5,"CAFETERIA-STAFF_DORMITORY","Defender","AttackersEliminated",225,89,"Unranked","Defender",1,1,"SWAT-PULSE",1,0,"M1014","Shotguns","EosHolo","None","Laser","None","5.7_USG","Pistols","None","None","None","None","NITRO_CELL"
"2169",20170221,"PC","SECURE_AREA","KANAL",3865980529,3,"BOAT_SUPPLIES","Attacker","DefendersEliminated",154,102,"Gold","Attacker",0,1,"GIGN-TWITCH",1,0,"F2","Assault_Rifles","Acog","Vertical","None","Flash","LFP586","Pistols","None","None","None","None","BREACH_CHARGE"
"2170",20170221,"PS4","SECURE_AREA","HOUSE",2061870581,1,"GARAGE","Attacker","DefendersEliminated",196,137,"Platinum","Attacker",0,1,"G.E.O.-JACKAL",0,1,"C7E","Assault_Rifles","Acog","Vertical","None","Suppressor","ITA12S","Shotguns","Reflex","None","Laser","None","STUN_GRENADE"
"2171",20170213,"PS4","SECURE_AREA","COASTLINE",1128601501,3,"2F_PENTHOUSE","Defender","AttackersEliminated",137,115,"Silver","Defender",1,1,"G.E.O.-MIRA",0,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","ITA12S","Shotguns","EosHolo","None","None","None","NITRO_CELL"
"2172",20170212,"PS4","SECURE_AREA","COASTLINE",2261433429,1,"2F_BILLIARDS_ROOM","Attacker","DefendersEliminated",204,15,"Unranked","Attacker",0,1,"SPETSNAZ-FUZE",0,1,"AK-12","Assault_Rifles","Reflex","Vertical","None","Compensator","PMM","Pistols","None","None","None","None","BREACH_CHARGE"
"2173",20170212,"PS4","SECURE_AREA","OREGON",3185970229,6,"DORMS_MAIN_HALL","Attacker","DefendersEliminated",184,74,"Silver","Attacker",1,1,"SAS-SLEDGE",2,0,"L85A2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","SMG-11","Submachine_Guns","EosHolo","Vertical","None","Compensator","FRAG_GRENADE"
"2174",20170213,"PS4","SECURE_AREA","FAVELAS",1187184941,3,"1F_ARMORY_ROOM","Defender","AttackersEliminated",224,165,"Platinum","Defender",1,1,"BOPE-CAVEIRA",3,1,"M12","Submachine_Guns","Reflex","None","None","Flash","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2175",20170212,"XONE","SECURE_AREA","BORDER",247427301,2,"ARMORY_LOCKERS","Attacker","DefendersEliminated",170,94,"Silver","Defender",0,0,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","Laser","None","P12","Pistols","None","None","None","Suppressor","DEPLOYABLE_SHIELD"
"2176",20170213,"XONE","SECURE_AREA","OREGON",180741801,4,"LAUNDRY_ROOM","Attacker","DefendersEliminated",106,23,"Unranked","Attacker",1,1,"SPETSNAZ-FUZE",0,0,"AK-12","Assault_Rifles","Reflex","Vertical","None","Suppressor","GSH-18","Pistols","None","None","(null)","None","BREACH_CHARGE"
"2177",20170216,"PC","HOSTAGE","PLANE",2175458009,1,"MEETING_ROOM","Attacker","DefendersEliminated",179,91,"Gold","Defender",1,0,"BOPE-CAVEIRA",0,1,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2178",20170221,"XONE","SECURE_AREA","CLUB_HOUSE",800142761,3,"ARSENAL_ROOM","Defender","ObjectiveProtected",236,72,"Gold","Attacker",0,0,"SWAT-THERMITE",0,1,"556XI","Assault_Rifles","Reflex","Vertical","None","Compensator","5.7_USG","Pistols","None","None","None","None","SMOKE_GRENADE"
"2179",20170212,"PS4","SECURE_AREA","OREGON",1976975821,3,"DORMS_MAIN_HALL","Attacker","DefendersEliminated",210,25,"Bronze","Attacker",0,1,"SPETSNAZ-FUZE",1,0,"Shield","Shield","None","None","None","None","PMM","Pistols","None","None","Laser","MuzzleBrake","BREACH_CHARGE"
"2180",20170216,"PS4","SECURE_AREA","CLUB_HOUSE",112975921,1,"ARSENAL_ROOM","Attacker","DefendersEliminated",179,78,"Gold","Attacker",0,1,"G.E.O.-JACKAL",0,1,"PDW9","Submachine_Guns","Acog","Vertical","None","Compensator","USP40","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"2181",20170221,"PS4","BOMB","PLANE",373059561,3,"MEETING_ROOM-EXECUTIVE_OFFICE","Attacker","DefendersEliminated",159,154,"Platinum","Attacker",0,1,"SWAT-ASH",1,1,"R4-C","Assault_Rifles","Acog","Vertical","None","Compensator","M45_MEUSOC","Pistols","None","None","None","None","BREACH_CHARGE"
"2182",20170216,"XONE","SECURE_AREA","PLANE",1766647381,4,"MEETING_ROOM","Attacker","DefendersEliminated",197,169,"Platinum","Attacker",1,1,"SWAT-ASH",1,1,"R4-C","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","5.7_USG","Pistols","None","None","None","MuzzleBrake","SMOKE_GRENADE"
"2183",20170212,"PS4","BOMB","KANAL",519310241,2,"SERVER_ROOM-CONTROL_ROOM","Defender","AttackersEliminated",197,70,"Gold","Attacker",1,0,"SWAT-ASH",0,1,"R4-C","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"2184",20170213,"XONE","HOSTAGE","BANK",2343346509,3,"STAFF_ROOM","Defender","AttackersEliminated",224,75,"Silver","Attacker",0,0,"BOPE-CAPITAO",2,1,"PARA-308","Assault_Rifles","Acog","Vertical","None","HeavyBarrel","PRB92","Pistols","None","None","None","MuzzleBrake","CLAYMORE"
"2185",20170212,"PS4","SECURE_AREA","BORDER",1867680041,6,"WORKSHOP","Defender","AttackersEliminated",163,47,"Silver","Attacker",1,0,"SAS-SLEDGE",0,1,"L85A2","Assault_Rifles","RedDot","None","None","None","P226_MK_25","Pistols","None","None","None","None","FRAG_GRENADE"
"2186",20170213,"XONE","SECURE_AREA","OREGON",3976749209,1,"LAUNDRY_ROOM","Attacker","DefendersEliminated",235,71,"Gold","Attacker",0,1,"SPETSNAZ-FUZE",0,1,"6P41","Light_Machine_Guns","Acog","Vertical","None","None","PMM","Pistols","None","None","None","MuzzleBrake","STUN_GRENADE"
"2187",20170221,"PS4","SECURE_AREA","SKYSCRAPER",1684251041,2,"2F_TEA_ROOM","Attacker","DefendersEliminated",228,138,"Gold","Defender",0,0,"NAVYSEAL-VALKYRIE",1,1,"MPX","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","D-50","Pistols","None","None","None","None","NITRO_CELL"
"2188",20170212,"PS4","SECURE_AREA","CONSULATE",3979250349,2,"ARCHIVES","Attacker","DefendersEliminated",150,71,"Gold","Defender",0,0,"GIGN-RESERVE",1,1,"MP5","Submachine_Guns","Spectator","Spectator","Spectator","Spectator","LFP586","Pistols","Spectator","Spectator","Spectator","Spectator","NITRO_CELL"
"2189",20170216,"PC","SECURE_AREA","KAFE_DOSTOYEVSKY",4123090449,6,"READING_ROOM","Defender","AttackersEliminated",156,147,"Gold","Attacker",1,0,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","Acog","Angle","None","MuzzleBrake","BEARING_9","Submachine_Guns","RedDot","None","None","Compensator","CLAYMORE"
"2190",20170212,"PS4","SECURE_AREA","CLUB_HOUSE",2080577501,7,"BEDROOM","Defender","AttackersEliminated",227,48,"Silver","Attacker",1,0,"SPETSNAZ-FUZE",0,1,"AK-12","Assault_Rifles","Reflex","Vertical","None","Flash","PMM","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"2191",20170213,"PS4","BOMB","HOUSE",2631901349,1,"KID'S_BEDROOM-WORKSHOP","Attacker","DefendersEliminated",222,91,"Copper","Defender",1,0,"BOPE-CAVEIRA",2,1,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2192",20170221,"PS4","SECURE_AREA","CHALET",18681801,4,"LIBRARY","Attacker","DefendersEliminated",125,61,"Silver","Attacker",1,1,"SAS-THATCHER",0,1,"AR33","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P226_MK_25","Pistols","None","None","None","MuzzleBrake","CLAYMORE"
"2193",20170221,"XONE","HOSTAGE","SKYSCRAPER",886217921,2,"2F_GEISHA_ROOM","Defender","AttackersEliminated",92,26,"Unranked","Defender",0,1,"GSG9-JAGER",0,0,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Suppressor","P12","Pistols","None","None","None","Suppressor","DEPLOYABLE_SHIELD"
"2194",20170213,"PS4","BOMB","CHALET",2032217961,5,"KITCHEN-TROPHY_ROOM","Attacker","DefendersEliminated",167,35,"Silver","Defender",1,0,"G.E.O.-MIRA",0,1,"VECTOR_.45_ACP","Submachine_Guns","Reflex","Vertical","None","Compensator","ITA12S","Shotguns","Reflex","None","None","None","NITRO_CELL"
"2195",20170212,"PS4","SECURE_AREA","OREGON",2942575149,4,"DORMS_MAIN_HALL","Attacker","DefendersEliminated",142,167,"Gold","Attacker",1,1,"G.E.O.-JACKAL",1,1,"C7E","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","USP40","Pistols","None","None","None","None","BREACH_CHARGE"
"2196",20170216,"PS4","HOSTAGE","BARTLETT_U.",2553850229,1,"MAIN_OFFICE","Attacker","DefendersEliminated",150,44,"Copper","Defender",1,0,"SPETSNAZ-TACHANKA",2,1,"SASG-12","Shotguns","EosHolo","Vertical","Laser","Suppressor","PMM","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2197",20170212,"PC","BOMB","BANK",2661111809,8,"STAFF_ROOM-OPEN_AREA","Attacker","DefendersEliminated",191,167,"Gold","Attacker",1,1,"SWAT-THERMITE",2,0,"556XI","Assault_Rifles","Acog","Vertical","None","Compensator","M45_MEUSOC","Pistols","None","None","Laser","None","CLAYMORE"
"2198",20170212,"PS4","HOSTAGE","YACHT",2117045361,4,"MAPS_ROOM","Defender","AttackersEliminated",149,59,"Silver","Defender",0,1,"BOPE-CAVEIRA",0,1,"M12","Submachine_Guns","Reflex","None","Laser","HeavyBarrel","PRB92","Pistols","None","None","Laser","None","IMPACT_GRENADE"
"2199",20170212,"PS4","BOMB","BORDER",3501164989,2,"BATHROOM-TELLERS","Attacker","DefendersEliminated",128,51,"Gold","Defender",0,0,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","Laser","HeavyBarrel","P12","Pistols","None","None","None","None","BARBED_WIRE"
"2200",20170213,"PS4","SECURE_AREA","CHALET",3108614369,1,"SNOWMOBILE_GARAGE","Defender","ObjectiveProtected",232,80,"Unranked","Defender",1,1,"SAT-ECHO",2,1,"MP5SD","Submachine_Guns","Reflex","Vertical","Laser","None","BEARING_9","Submachine_Guns","Reflex","None","Laser","Flash","DEPLOYABLE_SHIELD"
"2201",20170221,"PS4","BOMB","CHALET",598791421,2,"KITCHEN-TROPHY_ROOM","Defender","DefuserDeactivated",208,137,"Platinum","Attacker",1,0,"NAVYSEAL-BLACKBEARD",0,1,"MK17_CQB","Assault_Rifles","EosHolo","Vertical","None","Flash","D-50","Pistols","None","None","None","None","BREACH_CHARGE"
"2202",20170212,"PS4","BOMB","YACHT",3485601529,1,"SERVER_ROOM-ENGINE_STORAGE","Defender","AttackersEliminated",172,90,"Gold","Attacker",0,0,"SWAT-ASH",0,1,"R4-C","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"2203",20170213,"PS4","SECURE_AREA","FAVELAS",935058781,6,"1F_ARMORY_ROOM","Defender","AttackersEliminated",229,134,"Platinum","Defender",0,1,"G.E.O.-MIRA",1,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","Compensator","ITA12S","Shotguns","EosHolo","None","Laser","None","NITRO_CELL"
"2204",20170221,"PS4","SECURE_AREA","YACHT",488647921,3,"KITCHEN","Defender","AttackersEliminated",149,69,"Gold","Defender",1,1,"JTF2-FROST",0,1,"9mm_C1","Submachine_Guns","Reflex","Angle","Laser","HeavyBarrel","MK1_9mm","Pistols","None","None","None","MuzzleBrake","DEPLOYABLE_SHIELD"
"2205",20170212,"XONE","SECURE_AREA","HEREFORD_BASE",2473163449,7,"ARMORY","Attacker","DefendersEliminated",227,23,"Unranked","Attacker",1,1,"GIGN-TWITCH",1,1,"F2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P9","Pistols","None","None","None","MuzzleBrake","CLAYMORE"
"2206",20170216,"PS4","HOSTAGE","OREGON",2575093089,5,"DORMS_MAIN_HALL","Defender","AttackersEliminated",183,48,"Gold","Attacker",0,0,"BOPE-CAPITAO",0,1,"PARA-308","Assault_Rifles","Acog","Angle","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","CLAYMORE"
"2207",20170221,"PS4","SECURE_AREA","CLUB_HOUSE",15448541,4,"ARSENAL_ROOM","Defender","AttackersEliminated",184,82,"Gold","Attacker",1,0,"GSG9-IQ",0,1,"552_COMMANDO","Assault_Rifles","Acog","Vertical","None","Compensator","P12","Pistols","None","None","None","Suppressor","FRAG_GRENADE"
"2208",20170216,"PS4","SECURE_AREA","BARTLETT_U.",647348521,5,"MODEL_HALL","Defender","AttackersEliminated",195,114,"Unranked","Defender",1,1,"G.E.O.-MIRA",0,0,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","ITA12S","Shotguns","None","None","Laser","None","NITRO_CELL"
"2209",20170213,"XONE","BOMB","CHALET",2843337469,3,"MASTER_BEDROOM-OFFICE","Attacker","DefendersEliminated",147,154,"Gold","Attacker",0,1,"G.E.O.-JACKAL",2,0,"C7E","Assault_Rifles","Acog","Angle","None","Compensator","USP40","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"2210",20170221,"XONE","SECURE_AREA","BARTLETT_U.",1863529781,6,"MODEL_HALL","Attacker","DefendersEliminated",159,75,"Gold","Attacker",1,1,"SAS-SLEDGE",0,0,"L85A2","Assault_Rifles","Acog","Vertical","None","None","SMG-11","Submachine_Guns","Reflex","None","None","HeavyBarrel","FRAG_GRENADE"
"2211",20170213,"PC","SECURE_AREA","BANK",2141219541,2,"CEO_OFFICE","Defender","AttackersEliminated",130,81,"Bronze","Defender",0,1,"BOPE-CAVEIRA",0,0,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2212",20170216,"XONE","SECURE_AREA","OREGON",966214881,2,"LAUNDRY_ROOM","Attacker","DefendersEliminated",202,106,"Gold","Defender",0,0,"G.E.O.-MIRA",1,1,"ITA12L","Shotguns","Reflex","None","None","None","USP40","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"2213",20170212,"PC","SECURE_AREA","PLANE",840337581,6,"STAFF_SECTION","Defender","AttackersEliminated",212,71,"Gold","Defender",0,1,"GSG9-BANDIT",2,0,"MP7","Submachine_Guns","None","None","None","None","P12","Pistols","None","None","None","None","NITRO_CELL"
"2214",20170212,"PS4","BOMB","BANK",1154960281,3,"LOCKERS-CCTV_ROOM","Defender","AttackersEliminated",211,117,"Gold","Defender",1,1,"BOPE-CAVEIRA",0,1,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2215",20170212,"PS4","SECURE_AREA","BANK",3793778569,4,"LOCKERS","Attacker","DefendersEliminated",199,150,"Platinum","Defender",0,0,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","EosHolo","Vertical","None","HeavyBarrel","P12","Pistols","None","None","None","MuzzleBrake","DEPLOYABLE_SHIELD"
"2216",20170221,"XONE","HOSTAGE","OREGON",2109340021,1,"SUPPLY","Defender","AttackersEliminated",223,94,"Gold","Defender",1,1,"GIGN-ROOK",2,0,"MP5","Submachine_Guns","Reflex","Vertical","None","Flash","LFP586","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2217",20170216,"XONE","HOSTAGE","FAVELAS",47890301,5,"2F_GROW_ROOM","Defender","AttackersEliminated",224,149,"Gold","Defender",1,1,"G.E.O.-MIRA",1,0,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","Compensator","USP40","Pistols","None","None","None","MuzzleBrake","DEPLOYABLE_SHIELD"
"2218",20170216,"PS4","HOSTAGE","YACHT",4200557449,5,"MAPS_ROOM","Defender","AttackersEliminated",131,93,"Gold","Defender",1,1,"G.E.O.-MIRA",0,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","Compensator","ITA12S","Shotguns","None","None","None","None","NITRO_CELL"
"2219",20170216,"XONE","SECURE_AREA","COASTLINE",2925635749,4,"1F_BLUE_BAR","Defender","ObjectiveProtected",244,39,"Gold","Defender",0,1,"GSG9-JAGER",3,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","Laser","None","P12","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2220",20170216,"XONE","BOMB","OREGON",287225021,3,"KIDS_DORMS-DORMS_MAIN_HALL","Attacker","DefendersEliminated",190,123,"Gold","Attacker",0,1,"GIGN-TWITCH",0,1,"F2","Assault_Rifles","Acog","Vertical","None","Flash","P9","Pistols","None","None","Laser","Suppressor","BREACH_CHARGE"
"2221",20170221,"PC","SECURE_AREA","BARTLETT_U.",4126481009,4,"MODEL_HALL","Defender","AttackersEliminated",156,166,"Gold","Attacker",1,0,"SWAT-ASH",0,1,"R4-C","Assault_Rifles","Acog","Vertical","None","Compensator","5.7_USG","Pistols","None","None","Laser","MuzzleBrake","SMOKE_GRENADE"
"2222",20170212,"XONE","SECURE_AREA","PLANE",2731803089,7,"MEETING_ROOM","Attacker","DefendersEliminated",230,42,"Unranked","Attacker",0,1,"G.E.O.-JACKAL",0,1,"C7E","Assault_Rifles","Reflex","Vertical","None","Compensator","USP40","Pistols","None","None","None","None","STUN_GRENADE"
"2223",20170212,"XONE","BOMB","KANAL",2128119501,5,"KITCHEN-PROJECTOR_ROOM","Defender","AttackersEliminated",206,76,"Bronze","Defender",1,1,"SPETSNAZ-KAPKAN",0,1,"9x19VSN","Submachine_Guns","Reflex","Vertical","Laser","MuzzleBrake","PMM","Pistols","None","None","Laser","MuzzleBrake","NITRO_CELL"
"2224",20170213,"PC","BOMB","CLUB_HOUSE",4240044669,1,"CHURCH-ARSENAL_ROOM","Attacker","DefendersEliminated",159,130,"Gold","Defender",1,0,"NAVYSEAL-VALKYRIE",0,1,"MPX","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","D-50","Pistols","None","None","None","None","NITRO_CELL"
"2225",20170213,"PS4","SECURE_AREA","BANK",2476252969,4,"LOCKERS","Attacker","DefendersEliminated",222,53,"Unranked","Attacker",1,1,"SPETSNAZ-GLAZ",1,1,"OTs-03","Marksman_Rifles","Reflex","None","None","Suppressor","PMM","Pistols","None","None","None","Suppressor","SMOKE_GRENADE"
"2226",20170213,"PS4","SECURE_AREA","HOUSE",4096434509,4,"GARAGE","Attacker","DefendersEliminated",195,31,"Bronze","Attacker",1,1,"SAS-SLEDGE",0,1,"L85A2","Assault_Rifles","Acog","Vertical","None","None","P226_MK_25","Pistols","None","None","None","None","FRAG_GRENADE"
"2227",20170221,"PS4","SECURE_AREA","HEREFORD_BASE",1205924741,6,"MASTER_BEDROOM","Attacker","DefendersEliminated",221,136,"Silver","Attacker",1,1,"SPETSNAZ-GLAZ",0,0,"OTs-03","Marksman_Rifles","EosHolo","None","None","Flash","GSH-18","Pistols","None","None","(null)","Compensator","CLAYMORE"
"2228",20170213,"XONE","HOSTAGE","YACHT",1125481421,2,"MAPS_ROOM","Attacker","DefendersEliminated",145,110,"Silver","Attacker",1,1,"G.E.O.-JACKAL",0,0,"C7E","Assault_Rifles","None","None","None","None","ITA12S","Shotguns","RedDot","None","Laser","None","BREACH_CHARGE"
